7.417297801951922009e-01 1.032037066400847136e-01 7.837131591311558010e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.263324738522578955e+09
1.784655241661378122e-01 2.720393180179275783e-01 6.659404643260338208e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.602052714705997705e+09
7.928772168240983964e-01 4.360727928237497775e-01 3.871490308070070219e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.894443103070165634e+09
1.835115994981114662e-01 3.163672187237868139e-01 2.680244000855260822e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.259963018139687538e+09
5.929368229532295809e-01 6.625690676349514918e-01 2.989927974012315248e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.918207359433789253e+09
7.837376518430608785e-01 9.510098832799240842e-02 7.540058066273350734e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.301166092052484989e+09
9.295482877989776904e-01 1.952508470743132829e-01 6.267111739183558461e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.447779744244768858e+09
5.541785104786981497e-01 3.843454900522591533e-01 9.821108912796845392e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.851649575756025076e+09
7.011667401436401104e-01 5.680224583930374438e-01 9.250456094159041909e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.400939844905958652e+09
8.930401018106551847e-01 6.366011430333546883e-01 7.968089481177168532e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.584056679292359352e+09
6.244609368367439739e-01 8.781038809734842410e-01 3.501454395368307493e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.676560457296548843e+09
2.169069024070777729e-01 9.259932600458274932e-01 4.587699820720780863e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.301612355880196810e+09
